Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Weekend,VisitorType_Other,VisitorType_Returning_Visitor,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,OperatingSystems_2,OperatingSystems_3,OperatingSystems_4,OperatingSystems_5,OperatingSystems_6,OperatingSystems_7,OperatingSystems_8,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,TrafficType_10,TrafficType_11,TrafficType_12,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_16,TrafficType_17,TrafficType_18,TrafficType_19,TrafficType_20,Browser_2,Browser_3,Browser_4,Browser_5,Browser_6,Browser_7,Browser_8,Browser_9,Browser_10,Browser_11,Browser_12,Browser_13
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6962181738562766,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6737925372654169,-0.5954513704662855,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6962181738562766,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6737925372654169,-0.6274037570955574,0.654747716825904,2.1345899576198506,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.4943874445385387,-0.3018888183082534,-0.008183156423906598,0.1848841903688925,-0.31896228875540733,-0.3102395831740536,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.29255671522080084,-0.5484518408768577,-0.10122607902460765,-0.3662022244307426,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6962181738562766,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,1.69318587324887,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.4020291119668349,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.7186438104471363,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.3102395831740536,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6737925372654169,-0.609517366754248,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,3.6966113296717933,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.651366900674557,-0.2443224260927032,-0.4501370719237803,-0.4168768537201829,-0.31896228875540733,1.69318587324887,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.651366900674557,-0.4230126752323749,-0.4501370719237803,0.5459408211550171,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.3598336249933801,-0.4163703992075037,-0.03580527614264873,-0.3386479210214787,-0.31896228875540733,1.69318587324887,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.561664354311118,-0.48266291874984546,-0.4501370719237803,-0.2793314592160701,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.5840899909019778,-0.5777386343999623,-0.4501370719237803,0.5459408211550171,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6737925372654169,-0.5933675191643651,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.10175585380911993,-0.16140180635669343,-0.3988242049350201,-0.2462572269729229,-0.20285416885736174,0.24032153800362074,-0.26598961449806485,-0.5448985637897998,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6962181738562766,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.42711053476595945,-0.454287810171331,-0.4501370719237803,-0.7316441550919656,-0.31896228875540733,-0.3102395831740536,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6737925372654169,-0.6121221808816484,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.27013107862994107,0.9242840187703784,-0.4501370719237803,-0.6816517061870889,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.5392387177202582,-0.5578552198767734,-0.4501370719237803,-0.7177573757647207,-0.31896228875540733,4.698324057883255,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6737925372654169,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.651366900674557,-0.5740918946216017,-0.4501370719237803,-0.17617244041723226,-0.31896228875540733,-0.3102395831740536,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6737925372654169,-0.62097854891481,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,3.6966113296717933,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.7023023701245498,-0.46001930761763143,-0.3988242049350201,-0.2462572269729229,-0.6962181738562766,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.3102395831740536,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
